OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LNP3BRPTMI04082920110834SRW,Sample-Routine,Water,,8/29/2011,8:34:00,MDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LNP3BRPTMI04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP2WAGONT04051620111003SRW,Sample-Routine,Water,,5/16/2011,10:03:00,CDT,,,,0,m,,,,,,PBMP,,21NEB001_WQX-LLP2WAGONT04,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,Lower Reporting Limit,0.15,ug/l,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT161513450001L,Sample-Routine,Water,,6/15/2009,13:45:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKND151313200010L,Sample-Routine,Water,,5/13/2009,13:20:00,CST,,,,1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-WCRLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.44,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/15/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WEHLKND160913000001L,Sample-Routine,Water,,6/9/2009,13:00:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-WEHLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/11/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OCRLKND161811400001L,Sample-Routine,Water,,6/18/2009,11:40:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-OCRLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/21/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT151815150001L,Sample-Routine,Water,,5/18/2009,15:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT170615150001L,Sample-Routine,Water,,7/6/2009,15:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT550410150001L,Sample-Routine,Water,,5/4/2009,10:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT591410400001L,Sample-Routine,Water,,9/14/2009,10:40:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.2,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT181713300001L,Sample-Routine,Water,,8/17/2009,13:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.18,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STGLKND150810200001L,Sample-Routine,Water,,5/8/2009,10:20:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-STGLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/12/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT182515000001L,Sample-Routine,Water,,8/25/2009,15:00:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.1,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT581011150001L,Sample-Routine,Water,,8/10/2009,11:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WAGLKND161809250001L,Sample-Routine,Water,,6/18/2009,9:25:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-WAGLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/21/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT581710200001L,Sample-Routine,Water,,8/17/2009,10:20:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.15,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT160114450001L,Sample-Routine,Water,,6/1/2009,14:45:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WAGLKND150809100001L,Sample-Routine,Water,,5/8/2009,9:10:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-WAGLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/12/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT551110300001L,Sample-Routine,Water,,5/11/2009,10:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT172714250001L,Sample-Routine,Water,,7/27/2009,14:25:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT180316100001L,Sample-Routine,Water,,8/3/2009,16:10:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT192814150001L,Sample-Routine,Water,,9/28/2009,14:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.2,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT562911500001L,Sample-Routine,Water,,6/29/2009,11:50:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT590810150001L,Sample-Routine,Water,,9/8/2009,10:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.2,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT551811450001L,Sample-Routine,Water,,5/18/2009,11:45:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND150611300001L,Sample-Routine,Water,,5/6/2009,11:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/7/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND161211000001L,Sample-Routine,Water,,6/12/2009,11:00:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-PAWLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.16,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/15/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT583111150001L,Sample-Routine,Water,,8/31/2009,11:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT172013300001L,Sample-Routine,Water,,7/20/2009,13:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT560111350001L,Sample-Routine,Water,,6/1/2009,11:35:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT183114250001L,Sample-Routine,Water,,8/31/2009,14:25:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-EZRLKUP150514150001L,Sample-Routine,Water,,5/5/2009,14:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-EZRLKUP1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/7/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT562211500001L,Sample-Routine,Water,,6/22/2009,11:50:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.28,ppb,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-HOLLKND161814100001L,Sample-Routine,Water,,6/18/2009,14:10:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-HOLLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.32,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/21/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT592810100001L,Sample-Routine,Water,,9/28/2009,10:10:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.2,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STGLKND161810300001L,Sample-Routine,Water,,6/18/2009,10:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-STGLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/21/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT162915000001L,Sample-Routine,Water,,6/29/2009,15:00:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OCRLKND150811300001L,Sample-Routine,Water,,5/8/2009,11:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-OCRLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,5/12/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-YANLKND161711450001L,Sample-Routine,Water,,6/17/2009,11:45:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-YANLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/18/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLK0825DW61810000001L,Sample-Routine,Water,,6/18/2009,10:00:00,CST,,,,0.1,m,,,,,,ITS-GAVNPT-002,,COEOMAHA_WQX-GPTLK0825DW,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/21/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT582511000001L,Sample-Routine,Water,,8/25/2009,11:00:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT560811250001L,Sample-Routine,Water,,6/8/2009,11:25:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLKBACT552611300001L,Sample-Routine,Water,,5/26/2009,11:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GPTLKBACT5,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKND160914150001L,Sample-Routine,Water,,6/9/2009,14:15:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-WCRLKND1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.05,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,6/11/2009,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT160814200001L,Sample-Routine,Water,,6/8/2009,14:20:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,1,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GCRLKBACT192214300001L,Sample-Routine,Water,,9/22/2009,14:30:00,CST,,,,0.1,m,,,,,,AMB-NELAKE-006,,COEOMAHA_WQX-GCRLKBACT1,,,,,WSWB-1,US Army Corps of Engineers,Water bottle,Water Bottle,,Microcystin,Total,0.2,ppb,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins (Total=cells lysed; Dissolved= not lysed),,Midwest Laboratories,,,,,,,STORET
